Zeit;Verbrauch 
29.09. 16:15;6,0481
29.09. 16:30;6,0186
29.09. 16:45;6,1563
29.09. 17:00;6,4808
29.09. 17:15;6,9234
29.09. 17:30;7,3757
29.09. 17:45;7,7199
29.09. 18:00;7,8773
29.09. 18:15;7,9068
29.09. 18:30;7,8871
29.09. 18:45;7,9068
29.09. 19:00;8,0051
29.09. 19:15;8,1723
29.09. 19:30;8,369
29.09. 19:45;8,546
29.09. 20:00;8,664
29.09. 20:15;8,723
29.09. 20:30;8,7132
29.09. 20:45;8,6345
29.09. 21:00;8,4969
29.09. 21:15;8,3002
29.09. 21:30;8,0641
29.09. 21:45;7,8085
29.09. 22:00;7,5429
29.09. 22:15;7,2872
29.09. 22:30;7,0315
29.09. 22:45;6,7955
29.09. 23:00;6,589
29.09. 23:15;6,4218
29.09. 23:30;6,3038
29.09. 23:45;6,2448
30.09. 00:00;7,1791
30.09. 00:15;6,8939
30.09. 00:30;6,5988
30.09. 00:45;6,3431
30.09. 01:00;6,1268
30.09. 01:15;5,9596
30.09. 01:30;5,8219
30.09. 01:45;5,6941
30.09. 02:00;5,5761
30.09. 02:15;5,4679
30.09. 02:30;5,3794
30.09. 02:45;5,3302
30.09. 03:00;5,3204
30.09. 03:15;5,3695
30.09. 03:30;5,4876
30.09. 03:45;5,6941
30.09. 04:00;5,9891
30.09. 04:15;6,3333
30.09. 04:30;6,6873
30.09. 04:45;6,9824
30.09. 05:00;7,1987
30.09. 05:15;7,3462
30.09. 05:30;7,4446
30.09. 05:45;7,5331
30.09. 06:00;7,6413
30.09. 06:15;7,7986
30.09. 06:30;8,0543
30.09. 06:45;8,4575
30.09. 07:00;9,0377
30.09. 07:15;9,8737
30.09. 07:30;11,005
30.09. 07:45;12,499
30.09. 08:00;14,348
30.09. 08:15;16,345
30.09. 08:30;18,213
30.09. 08:45;19,669
30.09. 09:00;20,505
30.09. 09:15;20,859
30.09. 09:30;20,908
30.09. 09:45;20,859
30.09. 10:00;20,868
30.09. 10:15;20,957
30.09. 10:30;21,104
30.09. 10:45;21,321
30.09. 11:00;21,557
30.09. 11:15;21,754
30.09. 11:30;21,832
30.09. 11:45;21,685
30.09. 12:00;21,272
30.09. 12:15;20,632
30.09. 12:30;19,855
30.09. 12:45;19,02
30.09. 13:00;18,193
30.09. 13:15;17,446
30.09. 13:30;16,807
30.09. 13:45;16,354
30.09. 14:00;16,118
30.09. 14:15;16,089
30.09. 14:30;16,236
30.09. 14:45;16,541
30.09. 15:00;16,964
30.09. 15:15;17,436
30.09. 15:30;17,839
30.09. 15:45;18,105
30.09. 16:00;18,144
30.09. 16:15;18,056
30.09. 16:30;17,908
30.09. 16:45;17,83
30.09. 17:00;17,849
30.09. 17:15;17,869
30.09. 17:30;17,702
30.09. 17:45;17,181
30.09. 18:00;16,207
30.09. 18:15;14,899
30.09. 18:30;13,473
30.09. 18:45;12,126
30.09. 19:00;11,024
30.09. 19:15;10,169
30.09. 19:30;9,5688
30.09. 19:45;9,1853
30.09. 20:00;9,0082
30.09. 20:15;8,9591
30.09. 20:30;8,9591
30.09. 20:45;8,9099
30.09. 21:00;8,7722
30.09. 21:15;8,5755
30.09. 21:30;8,3592
30.09. 21:45;8,1822
30.09. 22:00;8,074
30.09. 22:15;8,0346
30.09. 22:30;8,0248
30.09. 22:45;7,9953
30.09. 23:00;7,9265
30.09. 23:15;7,8183
30.09. 23:30;7,6609
30.09. 23:45;7,4446
01.10. 00:00;7,1791
01.10. 00:15;6,8939
01.10. 00:30;6,5988
01.10. 00:45;6,3431
01.10. 01:00;6,1268
01.10. 01:15;5,9596
01.10. 01:30;5,8219
01.10. 01:45;5,6941
01.10. 02:00;5,5761
01.10. 02:15;5,4679
01.10. 02:30;5,3794
01.10. 02:45;5,3302
01.10. 03:00;5,3204
01.10. 03:15;5,3695
01.10. 03:30;5,4876
01.10. 03:45;5,6941
01.10. 04:00;5,9891
01.10. 04:15;6,3333
01.10. 04:30;6,6873
01.10. 04:45;6,9824
01.10. 05:00;7,1987
01.10. 05:15;7,3462
01.10. 05:30;7,4446
01.10. 05:45;7,5331
01.10. 06:00;7,6413
01.10. 06:15;7,7986
01.10. 06:30;8,0543
01.10. 06:45;8,4575
01.10. 07:00;9,0377
01.10. 07:15;9,8737
01.10. 07:30;11,005
01.10. 07:45;12,499
01.10. 08:00;14,348
01.10. 08:15;16,345
01.10. 08:30;18,213
01.10. 08:45;19,669
01.10. 09:00;20,505
01.10. 09:15;20,859
01.10. 09:30;20,908
01.10. 09:45;20,859
01.10. 10:00;20,868
01.10. 10:15;20,957
01.10. 10:30;21,104
01.10. 10:45;21,321
01.10. 11:00;21,557
01.10. 11:15;21,754
01.10. 11:30;21,832
01.10. 11:45;21,685
01.10. 12:00;21,272
01.10. 12:15;20,632
01.10. 12:30;19,855
01.10. 12:45;19,02
01.10. 13:00;18,193
01.10. 13:15;17,446
01.10. 13:30;16,807
01.10. 13:45;16,354
01.10. 14:00;16,118
01.10. 14:15;16,089
01.10. 14:30;16,236
01.10. 14:45;16,541
01.10. 15:00;16,964
01.10. 15:15;17,436
01.10. 15:30;17,839
01.10. 15:45;18,105
01.10. 16:00;18,144
01.10. 16:15;18,056
01.10. 16:30;17,908
01.10. 16:45;17,83
01.10. 17:00;17,849
01.10. 17:15;17,869
01.10. 17:30;17,702
01.10. 17:45;17,181
01.10. 18:00;16,207
01.10. 18:15;14,899
01.10. 18:30;13,473
01.10. 18:45;12,126
01.10. 19:00;11,024
01.10. 19:15;10,169
01.10. 19:30;9,5688
01.10. 19:45;9,1853
01.10. 20:00;9,0082
01.10. 20:15;8,9591
01.10. 20:30;8,9591
01.10. 20:45;8,9099
01.10. 21:00;8,7722
01.10. 21:15;8,5755
01.10. 21:30;8,3592
01.10. 21:45;8,1822
01.10. 22:00;8,074
01.10. 22:15;8,0346
01.10. 22:30;8,0248
01.10. 22:45;7,9953
01.10. 23:00;7,9265
01.10. 23:15;7,8183
01.10. 23:30;7,6609
01.10. 23:45;7,4446
02.10. 00:00;7,1791
02.10. 00:15;6,8939
02.10. 00:30;6,5988
02.10. 00:45;6,3431
02.10. 01:00;6,1268
02.10. 01:15;5,9596
02.10. 01:30;5,8219
02.10. 01:45;5,6941
02.10. 02:00;5,5761
02.10. 02:15;5,4679
02.10. 02:30;5,3794
02.10. 02:45;5,3302
02.10. 03:00;5,3204
02.10. 03:15;5,3695
02.10. 03:30;5,4876
02.10. 03:45;5,6941
02.10. 04:00;5,9891
02.10. 04:15;6,3333
02.10. 04:30;6,6873
02.10. 04:45;6,9824
02.10. 05:00;7,1987
02.10. 05:15;7,3462
02.10. 05:30;7,4446
02.10. 05:45;7,5331
02.10. 06:00;7,6413
02.10. 06:15;7,7986
02.10. 06:30;8,0543
02.10. 06:45;8,4575
02.10. 07:00;9,0377
02.10. 07:15;9,8737
02.10. 07:30;11,005
02.10. 07:45;12,499
02.10. 08:00;14,348
02.10. 08:15;16,345
02.10. 08:30;18,213
02.10. 08:45;19,669
02.10. 09:00;20,505
02.10. 09:15;20,859
02.10. 09:30;20,908
02.10. 09:45;20,859
02.10. 10:00;20,868
02.10. 10:15;20,957
02.10. 10:30;21,104
02.10. 10:45;21,321
02.10. 11:00;21,557
02.10. 11:15;21,754
02.10. 11:30;21,832
02.10. 11:45;21,685
02.10. 12:00;21,272
02.10. 12:15;20,632
02.10. 12:30;19,855
02.10. 12:45;19,02
02.10. 13:00;18,193
02.10. 13:15;17,446
02.10. 13:30;16,807
02.10. 13:45;16,354
02.10. 14:00;16,118
02.10. 14:15;16,089
02.10. 14:30;16,236
02.10. 14:45;16,541
02.10. 15:00;16,964
02.10. 15:15;17,436
02.10. 15:30;17,839
02.10. 15:45;18,105
02.10. 16:00;18,144
02.10. 16:15;18,056
02.10. 16:30;17,908
02.10. 16:45;17,83
02.10. 17:00;17,849
02.10. 17:15;17,869
02.10. 17:30;17,702
02.10. 17:45;17,181
02.10. 18:00;16,207
02.10. 18:15;14,899
02.10. 18:30;13,473
02.10. 18:45;12,126
02.10. 19:00;11,024
02.10. 19:15;10,169
02.10. 19:30;9,5688
02.10. 19:45;9,1853
02.10. 20:00;9,0082
02.10. 20:15;8,9591
02.10. 20:30;8,9591
02.10. 20:45;8,9099
02.10. 21:00;8,7722
02.10. 21:15;8,5755
02.10. 21:30;8,3592
02.10. 21:45;8,1822
02.10. 22:00;8,074
02.10. 22:15;8,0346
02.10. 22:30;8,0248
02.10. 22:45;7,9953
02.10. 23:00;7,9265
02.10. 23:15;7,8183
02.10. 23:30;7,6609
02.10. 23:45;7,4446
03.10. 00:00;7,1791
03.10. 00:15;6,8939
03.10. 00:30;6,5988
03.10. 00:45;6,3431
03.10. 01:00;6,1268
03.10. 01:15;5,9596
03.10. 01:30;5,8219
03.10. 01:45;5,6941
03.10. 02:00;5,5761
03.10. 02:15;5,4679
03.10. 02:30;5,3794
03.10. 02:45;5,3302
03.10. 03:00;5,3204
03.10. 03:15;5,3695
03.10. 03:30;5,4876
03.10. 03:45;5,6941
03.10. 04:00;5,9891
03.10. 04:15;6,3333
03.10. 04:30;6,6873
03.10. 04:45;6,9824
03.10. 05:00;7,1987
03.10. 05:15;7,3462
03.10. 05:30;7,4446
03.10. 05:45;7,5331
03.10. 06:00;7,6413
03.10. 06:15;7,7986
03.10. 06:30;8,0543
03.10. 06:45;8,4575
03.10. 07:00;9,0377
03.10. 07:15;9,8737
03.10. 07:30;11,005
03.10. 07:45;12,499
03.10. 08:00;14,348
03.10. 08:15;16,345
03.10. 08:30;18,213
03.10. 08:45;19,669
03.10. 09:00;20,505
03.10. 09:15;20,859
03.10. 09:30;20,908
03.10. 09:45;20,859
03.10. 10:00;20,868
03.10. 10:15;20,957
03.10. 10:30;21,104
03.10. 10:45;21,321
03.10. 11:00;21,557
03.10. 11:15;21,754
03.10. 11:30;21,832
03.10. 11:45;21,685
03.10. 12:00;21,272
03.10. 12:15;20,632
03.10. 12:30;19,855
03.10. 12:45;19,02
03.10. 13:00;18,193
03.10. 13:15;17,446
03.10. 13:30;16,807
03.10. 13:45;16,354
03.10. 14:00;16,118
03.10. 14:15;16,089
03.10. 14:30;16,236
03.10. 14:45;16,541
03.10. 15:00;16,964
03.10. 15:15;17,436
03.10. 15:30;17,839
03.10. 15:45;18,105
03.10. 16:00;18,144
03.10. 16:15;18,056
03.10. 16:30;17,908
03.10. 16:45;17,83
03.10. 17:00;17,849
03.10. 17:15;17,869
03.10. 17:30;17,702
03.10. 17:45;17,181
03.10. 18:00;16,207
03.10. 18:15;14,899
03.10. 18:30;13,473
03.10. 18:45;12,126
03.10. 19:00;11,024
03.10. 19:15;10,169
03.10. 19:30;9,5688
03.10. 19:45;9,1853
03.10. 20:00;9,0082
03.10. 20:15;8,9591
03.10. 20:30;8,9591
03.10. 20:45;8,9099
03.10. 21:00;8,7722
03.10. 21:15;8,5755
03.10. 21:30;8,3592
03.10. 21:45;8,1822
03.10. 22:00;8,074
03.10. 22:15;8,0346
03.10. 22:30;8,0248
03.10. 22:45;7,9953
03.10. 23:00;7,9265
03.10. 23:15;7,8183
03.10. 23:30;7,6609
03.10. 23:45;7,4446
04.10. 00:00;7,1791
04.10. 00:15;6,8939
04.10. 00:30;6,5988
04.10. 00:45;6,3431
04.10. 01:00;6,1268
04.10. 01:15;5,9596
04.10. 01:30;5,8219
04.10. 01:45;5,6941
04.10. 02:00;5,5761
04.10. 02:15;5,4679
04.10. 02:30;5,3794
04.10. 02:45;5,3302
04.10. 03:00;5,3204
04.10. 03:15;5,3695
04.10. 03:30;5,4876
04.10. 03:45;5,6941
04.10. 04:00;5,9891
04.10. 04:15;6,3333
04.10. 04:30;6,6873
04.10. 04:45;6,9824
04.10. 05:00;7,1987
04.10. 05:15;7,3462
04.10. 05:30;7,4446
04.10. 05:45;7,5331
04.10. 06:00;7,6413
04.10. 06:15;7,7986
04.10. 06:30;8,0543
04.10. 06:45;8,4575
04.10. 07:00;9,0377
04.10. 07:15;9,8737
04.10. 07:30;11,005
04.10. 07:45;12,499
04.10. 08:00;14,348
04.10. 08:15;16,345
04.10. 08:30;18,213
04.10. 08:45;19,669
04.10. 09:00;20,505
04.10. 09:15;20,859
04.10. 09:30;20,908
04.10. 09:45;20,859
04.10. 10:00;20,868
04.10. 10:15;20,957
04.10. 10:30;21,104
04.10. 10:45;21,321
04.10. 11:00;21,557
04.10. 11:15;21,754
04.10. 11:30;21,832
04.10. 11:45;21,685
04.10. 12:00;21,272
04.10. 12:15;20,632
04.10. 12:30;19,855
04.10. 12:45;19,02
04.10. 13:00;18,193
04.10. 13:15;17,446
04.10. 13:30;16,807
04.10. 13:45;16,354
04.10. 14:00;16,118
04.10. 14:15;16,089
04.10. 14:30;16,236
04.10. 14:45;16,541
04.10. 15:00;16,964
04.10. 15:15;17,436
04.10. 15:30;17,839
04.10. 15:45;18,105
04.10. 16:00;18,144
04.10. 16:15;18,056
04.10. 16:30;17,908
04.10. 16:45;17,83
04.10. 17:00;17,849
04.10. 17:15;17,869
04.10. 17:30;17,702
04.10. 17:45;17,181
04.10. 18:00;16,207
04.10. 18:15;14,899
04.10. 18:30;13,473
04.10. 18:45;12,126
04.10. 19:00;11,024
04.10. 19:15;10,169
04.10. 19:30;9,5688
04.10. 19:45;9,1853
04.10. 20:00;9,0082
04.10. 20:15;8,9591
04.10. 20:30;8,9591
04.10. 20:45;8,9099
04.10. 21:00;8,7722
04.10. 21:15;8,5755
04.10. 21:30;8,3592
04.10. 21:45;8,1822
04.10. 22:00;8,074
04.10. 22:15;8,0346
04.10. 22:30;8,0248
04.10. 22:45;7,9953
04.10. 23:00;7,9265
04.10. 23:15;7,8183
04.10. 23:30;7,6609
04.10. 23:45;7,4446
05.10. 00:00;7,4544
05.10. 00:15;7,5429
05.10. 00:30;7,6413
05.10. 00:45;7,7199
05.10. 01:00;7,7199
05.10. 01:15;7,6511
05.10. 01:30;7,5331
05.10. 01:45;7,3462
05.10. 02:00;7,1397
05.10. 02:15;6,9234
05.10. 02:30;6,7365
05.10. 02:45;6,6185
05.10. 03:00;6,589
05.10. 03:15;6,6382
05.10. 03:30;6,7168
05.10. 03:45;6,7955
05.10. 04:00;6,8545
05.10. 04:15;6,8939
05.10. 04:30;6,9332
05.10. 04:45;6,9824
05.10. 05:00;7,061
05.10. 05:15;7,1299
05.10. 05:30;7,1791
05.10. 05:45;7,1692
05.10. 06:00;7,1004
05.10. 06:15;7,1004
05.10. 06:30;7,3167
05.10. 06:45;7,9068
05.10. 07:00;8,9492
05.10. 07:15;10,346
05.10. 07:30;11,919
05.10. 07:45;13,512
05.10. 08:00;14,958
05.10. 08:15;16,217
05.10. 08:30;17,22
05.10. 08:45;17,918
05.10. 09:00;18,302
05.10. 09:15;18,439
05.10. 09:30;18,459
05.10. 09:45;18,469
05.10. 10:00;18,557
05.10. 10:15;18,695
05.10. 10:30;18,872
05.10. 10:45;19,02
05.10. 11:00;19,128
05.10. 11:15;19,187
05.10. 11:30;19,206
05.10. 11:45;19,206
05.10. 12:00;19,167
05.10. 12:15;19,069
05.10. 12:30;18,852
05.10. 12:45;18,469
05.10. 13:00;17,889
05.10. 13:15;17,122
05.10. 13:30;16,207
05.10. 13:45;15,165
05.10. 14:00;14,024
05.10. 14:15;12,873
05.10. 14:30;11,782
05.10. 14:45;10,847
05.10. 15:00;10,1
05.10. 15:15;9,5295
05.10. 15:30;9,0574
05.10. 15:45;8,6345
05.10. 16:00;8,2215
05.10. 16:15;7,838
05.10. 16:30;7,5626
05.10. 16:45;7,4446
05.10. 17:00;7,5233
05.10. 17:15;7,7298
05.10. 17:30;7,9756
05.10. 17:45;8,1822
05.10. 18:00;8,2707
05.10. 18:15;8,2903
05.10. 18:30;8,2707
05.10. 18:45;8,2707
05.10. 19:00;8,3297
05.10. 19:15;8,4378
05.10. 19:30;8,5854
05.10. 19:45;8,7329
05.10. 20:00;8,8607
05.10. 20:15;8,9689
05.10. 20:30;9,0181
05.10. 20:45;9,0082
05.10. 21:00;8,9099
05.10. 21:15;8,7525
05.10. 21:30;8,5657
05.10. 21:45;8,3592
05.10. 22:00;8,1723
05.10. 22:15;7,9855
05.10. 22:30;7,8085
05.10. 22:45;7,6314
05.10. 23:00;7,4446
05.10. 23:15;7,2577
05.10. 23:30;7,0709
05.10. 23:45;6,8939
06.10. 00:00;6,7168
06.10. 00:15;6,5398
06.10. 00:30;6,353
06.10. 00:45;6,1563
06.10. 01:00;5,9301
06.10. 01:15;5,6941
06.10. 01:30;5,458
06.10. 01:45;5,2417
06.10. 02:00;5,0352
06.10. 02:15;4,868
06.10. 02:30;4,7205
06.10. 02:45;4,5926
06.10. 03:00;4,4943
06.10. 03:15;4,4156
06.10. 03:30;4,3566
06.10. 03:45;4,3173
06.10. 04:00;4,2878
06.10. 04:15;4,2779
06.10. 04:30;4,2878
06.10. 04:45;4,3173
06.10. 05:00;4,3763
06.10. 05:15;4,4353
06.10. 05:30;4,4845
06.10. 05:45;4,5041
06.10. 06:00;4,4845
06.10. 06:15;4,4549
06.10. 06:30;4,4451
06.10. 06:45;4,5041
06.10. 07:00;4,6418
06.10. 07:15;4,8287
06.10. 07:30;5,0155
06.10. 07:45;5,1434
06.10. 08:00;5,1925
06.10. 08:15;5,2024
06.10. 08:30;5,222
06.10. 08:45;5,3302
06.10. 09:00;5,5466
06.10. 09:15;5,8514
06.10. 09:30;6,1661
06.10. 09:45;6,4316
06.10. 10:00;6,6087
06.10. 10:15;6,7365
06.10. 10:30;6,8447
06.10. 10:45;6,9824
06.10. 11:00;7,1889
06.10. 11:15;7,4347
06.10. 11:30;7,6904
06.10. 11:45;7,9068
06.10. 12:00;8,0543
06.10. 12:15;8,1428
06.10. 12:30;8,1822
06.10. 12:45;8,1822
06.10. 13:00;8,1428
06.10. 13:15;8,074
06.10. 13:30;7,956
06.10. 13:45;7,8085
06.10. 14:00;7,6216
06.10. 14:15;7,4052
06.10. 14:30;7,1889
06.10. 14:45;6,9824
06.10. 15:00;6,8054
06.10. 15:15;6,648
06.10. 15:30;6,5005
06.10. 15:45;6,3431
06.10. 16:00;6,176
06.10. 16:15;6,0481
06.10. 16:30;6,0186
06.10. 16:45;6,1563
06.10. 17:00;6,4808
06.10. 17:15;6,9234
06.10. 17:30;7,3757
06.10. 17:45;7,7199
06.10. 18:00;7,8773
06.10. 18:15;7,9068
06.10. 18:30;7,8871
06.10. 18:45;7,9068
06.10. 19:00;8,0051
06.10. 19:15;8,1723
06.10. 19:30;8,369
06.10. 19:45;8,546
06.10. 20:00;8,664
06.10. 20:15;8,723
06.10. 20:30;8,7132
06.10. 20:45;8,6345
06.10. 21:00;8,4969
06.10. 21:15;8,3002
06.10. 21:30;8,0641
06.10. 21:45;7,8085
06.10. 22:00;7,5429
06.10. 22:15;7,2872
06.10. 22:30;7,0315
06.10. 22:45;6,7955
06.10. 23:00;6,589
06.10. 23:15;6,4218
06.10. 23:30;6,3038
06.10. 23:45;6,2448
07.10. 00:00;7,1791
07.10. 00:15;6,8939
07.10. 00:30;6,5988
07.10. 00:45;6,3431
07.10. 01:00;6,1268
07.10. 01:15;5,9596
07.10. 01:30;5,8219
07.10. 01:45;5,6941
07.10. 02:00;5,5761
07.10. 02:15;5,4679
07.10. 02:30;5,3794
07.10. 02:45;5,3302
07.10. 03:00;5,3204
07.10. 03:15;5,3695
07.10. 03:30;5,4876
07.10. 03:45;5,6941
07.10. 04:00;5,9891
07.10. 04:15;6,3333
07.10. 04:30;6,6873
07.10. 04:45;6,9824
07.10. 05:00;7,1987
07.10. 05:15;7,3462
07.10. 05:30;7,4446
07.10. 05:45;7,5331
07.10. 06:00;7,6413
07.10. 06:15;7,7986
07.10. 06:30;8,0543
07.10. 06:45;8,4575
07.10. 07:00;9,0377
07.10. 07:15;9,8737
07.10. 07:30;11,005
07.10. 07:45;12,499
07.10. 08:00;14,348
07.10. 08:15;16,345
07.10. 08:30;18,213
07.10. 08:45;19,669
07.10. 09:00;20,505
07.10. 09:15;20,859
07.10. 09:30;20,908
07.10. 09:45;20,859
07.10. 10:00;20,868
07.10. 10:15;20,957
07.10. 10:30;21,104
07.10. 10:45;21,321
07.10. 11:00;21,557
07.10. 11:15;21,754
07.10. 11:30;21,832
07.10. 11:45;21,685
07.10. 12:00;21,272
07.10. 12:15;20,632
07.10. 12:30;19,855
07.10. 12:45;19,02
07.10. 13:00;18,193
07.10. 13:15;17,446
07.10. 13:30;16,807
07.10. 13:45;16,354
07.10. 14:00;16,118
07.10. 14:15;16,089
07.10. 14:30;16,236
07.10. 14:45;16,541
07.10. 15:00;16,964
07.10. 15:15;17,436
07.10. 15:30;17,839
07.10. 15:45;18,105
07.10. 16:00;18,144
07.10. 16:15;18,056
07.10. 16:30;17,908
07.10. 16:45;17,83
07.10. 17:00;17,849
07.10. 17:15;17,869
07.10. 17:30;17,702
07.10. 17:45;17,181
07.10. 18:00;16,207
07.10. 18:15;14,899
07.10. 18:30;13,473
07.10. 18:45;12,126
07.10. 19:00;11,024
07.10. 19:15;10,169
07.10. 19:30;9,5688
07.10. 19:45;9,1853
07.10. 20:00;9,0082
07.10. 20:15;8,9591
07.10. 20:30;8,9591
07.10. 20:45;8,9099
07.10. 21:00;8,7722
07.10. 21:15;8,5755
07.10. 21:30;8,3592
07.10. 21:45;8,1822
07.10. 22:00;8,074
07.10. 22:15;8,0346
07.10. 22:30;8,0248
07.10. 22:45;7,9953
07.10. 23:00;7,9265
07.10. 23:15;7,8183
07.10. 23:30;7,6609
07.10. 23:45;7,4446
08.10. 00:00;7,1791
08.10. 00:15;6,8939
08.10. 00:30;6,5988
08.10. 00:45;6,3431
08.10. 01:00;6,1268
08.10. 01:15;5,9596
08.10. 01:30;5,8219
08.10. 01:45;5,6941
08.10. 02:00;5,5761
08.10. 02:15;5,4679
08.10. 02:30;5,3794
08.10. 02:45;5,3302
08.10. 03:00;5,3204
08.10. 03:15;5,3695
08.10. 03:30;5,4876
08.10. 03:45;5,6941
08.10. 04:00;5,9891
08.10. 04:15;6,3333
08.10. 04:30;6,6873
08.10. 04:45;6,9824
08.10. 05:00;7,1987
08.10. 05:15;7,3462
08.10. 05:30;7,4446
08.10. 05:45;7,5331
08.10. 06:00;7,6413
08.10. 06:15;7,7986
08.10. 06:30;8,0543
08.10. 06:45;8,4575
08.10. 07:00;9,0377
08.10. 07:15;9,8737
08.10. 07:30;11,005
08.10. 07:45;12,499
08.10. 08:00;14,348
08.10. 08:15;16,345
08.10. 08:30;18,213
08.10. 08:45;19,669
08.10. 09:00;20,505
08.10. 09:15;20,859
08.10. 09:30;20,908
08.10. 09:45;20,859
08.10. 10:00;20,868
08.10. 10:15;20,957
08.10. 10:30;21,104
08.10. 10:45;21,321
08.10. 11:00;21,557
08.10. 11:15;21,754
08.10. 11:30;21,832
08.10. 11:45;21,685
08.10. 12:00;21,272
08.10. 12:15;20,632
08.10. 12:30;19,855
08.10. 12:45;19,02
08.10. 13:00;18,193
08.10. 13:15;17,446
08.10. 13:30;16,807
08.10. 13:45;16,354
08.10. 14:00;16,118
08.10. 14:15;16,089
08.10. 14:30;16,236
08.10. 14:45;16,541
08.10. 15:00;16,964
08.10. 15:15;17,436
08.10. 15:30;17,839
08.10. 15:45;18,105
08.10. 16:00;18,144
08.10. 16:15;18,056
08.10. 16:30;17,908
08.10. 16:45;17,83
08.10. 17:00;17,849
08.10. 17:15;17,869
08.10. 17:30;17,702
08.10. 17:45;17,181
08.10. 18:00;16,207
08.10. 18:15;14,899
08.10. 18:30;13,473
08.10. 18:45;12,126
08.10. 19:00;11,024
08.10. 19:15;10,169
08.10. 19:30;9,5688
08.10. 19:45;9,1853
08.10. 20:00;9,0082
08.10. 20:15;8,9591
08.10. 20:30;8,9591
08.10. 20:45;8,9099
08.10. 21:00;8,7722
08.10. 21:15;8,5755
08.10. 21:30;8,3592
08.10. 21:45;8,1822
08.10. 22:00;8,074
08.10. 22:15;8,0346
08.10. 22:30;8,0248
08.10. 22:45;7,9953
08.10. 23:00;7,9265
08.10. 23:15;7,8183
08.10. 23:30;7,6609
08.10. 23:45;7,4446
09.10. 00:00;7,1791
09.10. 00:15;6,8939
09.10. 00:30;6,5988
09.10. 00:45;6,3431
09.10. 01:00;6,1268
09.10. 01:15;5,9596
09.10. 01:30;5,8219
09.10. 01:45;5,6941
09.10. 02:00;5,5761
09.10. 02:15;5,4679
09.10. 02:30;5,3794
09.10. 02:45;5,3302
09.10. 03:00;5,3204
09.10. 03:15;5,3695
09.10. 03:30;5,4876
09.10. 03:45;5,6941
09.10. 04:00;5,9891
09.10. 04:15;6,3333
09.10. 04:30;6,6873
09.10. 04:45;6,9824
09.10. 05:00;7,1987
09.10. 05:15;7,3462
09.10. 05:30;7,4446
09.10. 05:45;7,5331
09.10. 06:00;7,6413
09.10. 06:15;7,7986
09.10. 06:30;8,0543
09.10. 06:45;8,4575
09.10. 07:00;9,0377
09.10. 07:15;9,8737
09.10. 07:30;11,005
09.10. 07:45;12,499
09.10. 08:00;14,348
09.10. 08:15;16,345
09.10. 08:30;18,213
09.10. 08:45;19,669
09.10. 09:00;20,505
09.10. 09:15;20,859
09.10. 09:30;20,908
09.10. 09:45;20,859
09.10. 10:00;20,868
09.10. 10:15;20,957
09.10. 10:30;21,104
09.10. 10:45;21,321
09.10. 11:00;21,557
09.10. 11:15;21,754
09.10. 11:30;21,832
09.10. 11:45;21,685
09.10. 12:00;21,272
09.10. 12:15;20,632
09.10. 12:30;19,855
09.10. 12:45;19,02
09.10. 13:00;18,193
09.10. 13:15;17,446
09.10. 13:30;16,807
09.10. 13:45;16,354
09.10. 14:00;16,118
09.10. 14:15;16,089
09.10. 14:30;16,236
09.10. 14:45;16,541
09.10. 15:00;16,964
09.10. 15:15;17,436
09.10. 15:30;17,839
09.10. 15:45;18,105
09.10. 16:00;18,144
09.10. 16:15;18,056
09.10. 16:30;17,908
09.10. 16:45;17,83
09.10. 17:00;17,849
09.10. 17:15;17,869
09.10. 17:30;17,702
09.10. 17:45;17,181
09.10. 18:00;16,207
09.10. 18:15;14,899
09.10. 18:30;13,473
09.10. 18:45;12,126
09.10. 19:00;11,024
09.10. 19:15;10,169
09.10. 19:30;9,5688
09.10. 19:45;9,1853
09.10. 20:00;9,0082
09.10. 20:15;8,9591
09.10. 20:30;8,9591
09.10. 20:45;8,9099
09.10. 21:00;8,7722
09.10. 21:15;8,5755
09.10. 21:30;8,3592
09.10. 21:45;8,1822
09.10. 22:00;8,074
09.10. 22:15;8,0346
09.10. 22:30;8,0248
09.10. 22:45;7,9953
09.10. 23:00;7,9265
09.10. 23:15;7,8183
09.10. 23:30;7,6609
09.10. 23:45;7,4446
10.10. 00:00;7,1791
10.10. 00:15;6,8939
10.10. 00:30;6,5988
10.10. 00:45;6,3431
10.10. 01:00;6,1268
10.10. 01:15;5,9596
10.10. 01:30;5,8219
10.10. 01:45;5,6941
10.10. 02:00;5,5761
10.10. 02:15;5,4679
10.10. 02:30;5,3794
10.10. 02:45;5,3302
10.10. 03:00;5,3204
10.10. 03:15;5,3695
10.10. 03:30;5,4876
10.10. 03:45;5,6941
10.10. 04:00;5,9891
10.10. 04:15;6,3333
10.10. 04:30;6,6873
10.10. 04:45;6,9824
10.10. 05:00;7,1987
10.10. 05:15;7,3462
10.10. 05:30;7,4446
10.10. 05:45;7,5331
10.10. 06:00;7,6413
10.10. 06:15;7,7986
10.10. 06:30;8,0543
10.10. 06:45;8,4575
10.10. 07:00;9,0377
10.10. 07:15;9,8737
10.10. 07:30;11,005
10.10. 07:45;12,499
10.10. 08:00;14,348
10.10. 08:15;16,345
10.10. 08:30;18,213
10.10. 08:45;19,669
10.10. 09:00;20,505
10.10. 09:15;20,859
10.10. 09:30;20,908
10.10. 09:45;20,859
