Datum;price;;
15.05.2024;0,736;;
15.05.2024;-0,008;;
15.05.2024;-0,995;;
15.05.2024;-1,118;;
15.05.2024;-0,991;;
15.05.2024;-0,009;;
15.05.2024;0,173;;
15.05.2024;3,033;;
15.05.2024;7,366;;
15.05.2024;10,124;;
15.05.2024;11,02;;
15.05.2024;8,38;;
15.05.2024;6,364;;
15.05.2024;4,867;;
16.05.2024;5,114;;
16.05.2024;4,776;;
16.05.2024;3,962;;
16.05.2024;4,949;;
16.05.2024;4,444;;
16.05.2024;5,75;;
16.05.2024;8,135;;
16.05.2024;9,581;;
16.05.2024;8,298;;
16.05.2024;5,31;;
16.05.2024;1,15;;
16.05.2024;0,008;;
16.05.2024;-0,002;;
16.05.2024;-0,071;;
16.05.2024;-0,016;;
16.05.2024;0,001;;
16.05.2024;1;;
16.05.2024;4,495;;
16.05.2024;7,496;;
16.05.2024;9,606;;
16.05.2024;10,991;;
16.05.2024;8,789;;
16.05.2024;8,257;;
16.05.2024;6,918;;
17.05.2024;6,952;;
17.05.2024;6,32;;
17.05.2024;6,322;;
17.05.2024;6,248;;
17.05.2024;6,439;;
17.05.2024;6,324;;
17.05.2024;8,373;;
17.05.2024;9,994;;
17.05.2024;9,471;;
17.05.2024;7,39;;
17.05.2024;6,446;;
17.05.2024;5,741;;
17.05.2024;3,811;;
17.05.2024;2,824;;
17.05.2024;3,16;;
17.05.2024;3,75;;
17.05.2024;5,209;;
17.05.2024;7,054;;
17.05.2024;6,988;;
17.05.2024;9,495;;
17.05.2024;10,794;;
17.05.2024;9,522;;
17.05.2024;8,939;;
17.05.2024;8,065;;
18.05.2024;6,755;;
18.05.2024;6,361;;
18.05.2024;6,382;;
18.05.2024;6,518;;
18.05.2024;6,901;;
18.05.2024;7,251;;
18.05.2024;7,186;;
18.05.2024;7,039;;
18.05.2024;6,386;;
18.05.2024;4,736;;
18.05.2024;0,943;;
18.05.2024;0,071;;
18.05.2024;-0,002;;
18.05.2024;-0,13;;
18.05.2024;-0,279;;
18.05.2024;-0,192;;
18.05.2024;-0,004;;
18.05.2024;5,066;;
18.05.2024;8,191;;
18.05.2024;10,994;;
18.05.2024;13,166;;
18.05.2024;12,278;;
18.05.2024;9,652;;
18.05.2024;8,66;;
19.05.2024;9,069;;
19.05.2024;8,906;;
19.05.2024;8,866;;
19.05.2024;8,691;;
19.05.2024;8,613;;
19.05.2024;8,056;;
19.05.2024;7,557;;
19.05.2024;7,024;;
19.05.2024;4,696;;
19.05.2024;0,56;;
19.05.2024;-0,003;;
19.05.2024;-0,018;;
19.05.2024;-0,206;;
19.05.2024;-0,741;;
19.05.2024;-1,513;;
19.05.2024;-1;;
19.05.2024;-0,379;;
19.05.2024;-0,006;;
19.05.2024;6,417;;
19.05.2024;8,959;;
19.05.2024;11,366;;
19.05.2024;12,286;;
19.05.2024;10,193;;
19.05.2024;8,614;;
20.05.2024;9,109;;
20.05.2024;8,264;;
20.05.2024;8,673;;
20.05.2024;8,609;;
20.05.2024;8,821;;
20.05.2024;9,146;;
20.05.2024;10,472;;
20.05.2024;10,569;;
20.05.2024;7,224;;
20.05.2024;3,28;;
20.05.2024;1,241;;
20.05.2024;0,606;;
20.05.2024;0,241;;
20.05.2024;0;;
20.05.2024;-0,033;;
20.05.2024;-0,007;;
20.05.2024;0,089;;
20.05.2024;6,417;;
20.05.2024;8,594;;
20.05.2024;11,363;;
20.05.2024;13,59;;
20.05.2024;12,033;;
20.05.2024;9,663;;
20.05.2024;7,986;;
21.05.2024;8,146;;
21.05.2024;7,64;;
21.05.2024;7,621;;
21.05.2024;7,792;;
21.05.2024;7,493;;
21.05.2024;7,958;;
21.05.2024;11,226;;
21.05.2024;12,298;;
21.05.2024;9,735;;
21.05.2024;8,186;;
21.05.2024;6,698;;
21.05.2024;5,442;;
21.05.2024;2,847;;
21.05.2024;3,134;;
21.05.2024;5,409;;
21.05.2024;6,965;;
21.05.2024;7,961;;
21.05.2024;8,798;;
21.05.2024;10,344;;
21.05.2024;12,698;;
21.05.2024;9,907;;
21.05.2024;8,358;;
21.05.2024;8,305;;
21.05.2024;6,591;;
22.05.2024;7,003;;
22.05.2024;6,64;;
22.05.2024;6,49;;
22.05.2024;5,412;;
22.05.2024;6,266;;
22.05.2024;7,02;;
22.05.2024;9,814;;
22.05.2024;10,312;;
22.05.2024;9,498;;
22.05.2024;8,121;;
22.05.2024;7;;
22.05.2024;6,978;;
22.05.2024;6,565;;
22.05.2024;5,691;;
22.05.2024;5,614;;
22.05.2024;6,717;;
22.05.2024;7,761;;
22.05.2024;9,245;;
22.05.2024;9,998;;
22.05.2024;14,702;;
22.05.2024;15,488;;
22.05.2024;13,599;;
22.05.2024;10,771;;
22.05.2024;9,322;;
23.05.2024;7,927;;
23.05.2024;7,845;;
23.05.2024;7,493;;
23.05.2024;7,668;;
23.05.2024;7,865;;
23.05.2024;8,48;;
23.05.2024;10,798;;
23.05.2024;11,8;;
23.05.2024;9,784;;
23.05.2024;7,565;;
23.05.2024;7,489;;
23.05.2024;6,41;;
23.05.2024;5,25;;
23.05.2024;4,531;;
23.05.2024;5,698;;
23.05.2024;7,14;;
23.05.2024;8,377;;
23.05.2024;9,664;;
23.05.2024;11,149;;
23.05.2024;15,628;;
23.05.2024;18,006;;
23.05.2024;15,598;;
23.05.2024;12,615;;
23.05.2024;10,503;;
24.05.2024;10,317;;
24.05.2024;9,412;;
24.05.2024;8,979;;
24.05.2024;8,822;;
24.05.2024;9,18;;
24.05.2024;10,323;;
24.05.2024;12,384;;
24.05.2024;12,207;;
24.05.2024;11,59;;
24.05.2024;10,61;;
24.05.2024;9,616;;
24.05.2024;9,007;;
24.05.2024;8,898;;
24.05.2024;8,774;;
24.05.2024;8,812;;
24.05.2024;8,818;;
24.05.2024;8,427;;
24.05.2024;9,879;;
24.05.2024;11,177;;
24.05.2024;12,999;;
24.05.2024;12,5;;
24.05.2024;11,584;;
24.05.2024;10,967;;
24.05.2024;9,984;;
25.05.2024;9,488;;
25.05.2024;9,183;;
25.05.2024;9,043;;
25.05.2024;8,916;;
25.05.2024;8,903;;
25.05.2024;9,026;;
25.05.2024;9,068;;
25.05.2024;8,623;;
25.05.2024;7,858;;
25.05.2024;7,475;;
25.05.2024;5,423;;
25.05.2024;0,934;;
25.05.2024;0,324;;
25.05.2024;0,004;;
25.05.2024;0;;
25.05.2024;0,002;;
25.05.2024;1,423;;
25.05.2024;7,604;;
25.05.2024;9,623;;
25.05.2024;11,577;;
25.05.2024;13,192;;
25.05.2024;13,695;;
25.05.2024;11,577;;
25.05.2024;10,454;;
26.05.2024;10,736;;
26.05.2024;9,83;;
26.05.2024;9,077;;
26.05.2024;9,01;;
26.05.2024;9,116;;
26.05.2024;8,861;;
26.05.2024;8,349;;
26.05.2024;7,19;;
26.05.2024;1,325;;
26.05.2024;0,002;;
26.05.2024;0;;
26.05.2024;-0,009;;
26.05.2024;-0,212;;
26.05.2024;-1,066;;
26.05.2024;-2,388;;
26.05.2024;-0,991;;
26.05.2024;-0,06;;
26.05.2024;5,7;;
26.05.2024;9,326;;
26.05.2024;11,808;;
26.05.2024;11,874;;
26.05.2024;12,11;;
26.05.2024;10,694;;
26.05.2024;8,75;;
27.05.2024;7,834;;
27.05.2024;7,507;;
27.05.2024;7,444;;
27.05.2024;7,443;;
27.05.2024;7,787;;
27.05.2024;8,404;;
27.05.2024;11,294;;
27.05.2024;12,874;;
27.05.2024;12,455;;
27.05.2024;10,722;;
27.05.2024;8,844;;
27.05.2024;8,626;;
27.05.2024;7,734;;
27.05.2024;7,446;;
27.05.2024;7,296;;
27.05.2024;7,778;;
27.05.2024;8,466;;
27.05.2024;11,104;;
27.05.2024;13,14;;
27.05.2024;18,668;;
27.05.2024;22,146;;
27.05.2024;16,986;;
27.05.2024;13,14;;
27.05.2024;11,378;;
28.05.2024;9,778;;
28.05.2024;9,05;;
28.05.2024;8,764;;
28.05.2024;8,522;;
28.05.2024;8,396;;
28.05.2024;8,804;;
28.05.2024;11,034;;
28.05.2024;12,01;;
28.05.2024;10,223;;
28.05.2024;8,543;;
28.05.2024;7,252;;
28.05.2024;6,917;;
28.05.2024;6,11;;
28.05.2024;5,525;;
28.05.2024;5,527;;
28.05.2024;6,566;;
28.05.2024;7,252;;
28.05.2024;8,58;;
28.05.2024;10,228;;
28.05.2024;13,005;;
28.05.2024;14,431;;
28.05.2024;12,4;;
28.05.2024;10,009;;
28.05.2024;8,878;;
29.05.2024;7,222;;
29.05.2024;5,754;;
29.05.2024;5,428;;
29.05.2024;5,059;;
29.05.2024;4,983;;
29.05.2024;4,591;;
29.05.2024;7,215;;
29.05.2024;8,645;;
29.05.2024;9,152;;
29.05.2024;6,911;;
29.05.2024;6,785;;
29.05.2024;6,212;;
29.05.2024;5,907;;
29.05.2024;6,225;;
29.05.2024;6,218;;
29.05.2024;6,949;;
29.05.2024;7,267;;
29.05.2024;8,923;;
29.05.2024;9,466;;
29.05.2024;11,144;;
29.05.2024;14,05;;
29.05.2024;14,326;;
29.05.2024;12,039;;
29.05.2024;9,553;;
30.05.2024;10,043;;
30.05.2024;9,62;;
30.05.2024;9,121;;
30.05.2024;9,363;;
30.05.2024;9,456;;
30.05.2024;10,079;;
30.05.2024;10,337;;
30.05.2024;10,667;;
30.05.2024;9,771;;
30.05.2024;9,39;;
30.05.2024;8,5;;
30.05.2024;8;;
30.05.2024;7,092;;
30.05.2024;6,297;;
30.05.2024;6,297;;
30.05.2024;6,769;;
30.05.2024;8,375;;
30.05.2024;9,013;;
30.05.2024;11,067;;
30.05.2024;13,523;;
30.05.2024;15,473;;
30.05.2024;14,345;;
30.05.2024;11,211;;
30.05.2024;10,071;;
31.05.2024;9,621;;
31.05.2024;8,071;;
31.05.2024;7,949;;
31.05.2024;7,371;;
31.05.2024;7,453;;
31.05.2024;9,006;;
31.05.2024;10,627;;
31.05.2024;10,911;;
31.05.2024;10,872;;
31.05.2024;10,236;;
31.05.2024;9,197;;
31.05.2024;8,202;;
31.05.2024;7,491;;
31.05.2024;6,85;;
31.05.2024;6,53;;
31.05.2024;6,694;;
31.05.2024;7,507;;
31.05.2024;8,41;;
31.05.2024;9,446;;
31.05.2024;10,794;;
31.05.2024;11,5;;
31.05.2024;10,791;;
31.05.2024;10,174;;
31.05.2024;8,418;;
01.06.2024;8,858;;
01.06.2024;8,882;;
01.06.2024;7,966;;
01.06.2024;7,214;;
01.06.2024;7,187;;
01.06.2024;7,183;;
01.06.2024;7,52;;
01.06.2024;7,44;;
01.06.2024;7,249;;
01.06.2024;6,135;;
01.06.2024;4,716;;
01.06.2024;4,186;;
01.06.2024;2,121;;
01.06.2024;0,744;;
01.06.2024;0,292;;
01.06.2024;0,58;;
01.06.2024;1,3;;
01.06.2024;5,208;;
01.06.2024;6,75;;
01.06.2024;8,19;;
01.06.2024;8,586;;
01.06.2024;8,176;;
01.06.2024;8,448;;
01.06.2024;6,539;;
02.06.2024;3,571;;
02.06.2024;3,112;;
02.06.2024;1,585;;
02.06.2024;0,722;;
02.06.2024;0,896;;
02.06.2024;0,513;;
02.06.2024;0,491;;
02.06.2024;0,411;;
02.06.2024;0,097;;
02.06.2024;0;;
02.06.2024;0,156;;
02.06.2024;0,077;;
02.06.2024;-0,01;;
02.06.2024;-0,401;;
02.06.2024;-1,593;;
02.06.2024;-1,958;;
02.06.2024;-0,898;;
02.06.2024;-0,127;;
02.06.2024;1,395;;
02.06.2024;6,723;;
02.06.2024;9,499;;
02.06.2024;10,693;;
02.06.2024;10,901;;
02.06.2024;9,916;;
03.06.2024;9,826;;
03.06.2024;8,458;;
03.06.2024;8,367;;
03.06.2024;8,381;;
03.06.2024;8,217;;
03.06.2024;9,617;;
03.06.2024;13,328;;
03.06.2024;19,306;;
03.06.2024;16,448;;
03.06.2024;12,808;;
03.06.2024;9,905;;
03.06.2024;9,59;;
03.06.2024;8,109;;
03.06.2024;7,49;;
03.06.2024;6,73;;
03.06.2024;7,202;;
03.06.2024;7,8;;
03.06.2024;10,595;;
03.06.2024;12,732;;
03.06.2024;18,291;;
03.06.2024;21,528;;
03.06.2024;19,879;;
03.06.2024;14,929;;
03.06.2024;11,604;;
04.06.2024;10,687;;
04.06.2024;9,998;;
04.06.2024;9,542;;
04.06.2024;9,294;;
04.06.2024;9,225;;
04.06.2024;10,469;;
04.06.2024;16,2;;
04.06.2024;17,766;;
04.06.2024;14,168;;
04.06.2024;11,237;;
04.06.2024;9,16;;
04.06.2024;8,131;;
04.06.2024;6,734;;
04.06.2024;5,527;;
04.06.2024;4,386;;
04.06.2024;4,706;;
04.06.2024;6,403;;
04.06.2024;8,488;;
04.06.2024;11,622;;
04.06.2024;17,678;;
04.06.2024;23,552;;
04.06.2024;14,068;;
04.06.2024;10,734;;
04.06.2024;7,581;;
05.06.2024;5,685;;
05.06.2024;4,393;;
05.06.2024;4,455;;
05.06.2024;5,005;;
05.06.2024;4,809;;
05.06.2024;7,119;;
05.06.2024;10,355;;
05.06.2024;14,276;;
05.06.2024;11,292;;
05.06.2024;8,416;;
05.06.2024;6,993;;
05.06.2024;6,203;;
05.06.2024;4,84;;
05.06.2024;3,017;;
05.06.2024;2,63;;
05.06.2024;3,006;;
05.06.2024;6,257;;
05.06.2024;8,043;;
05.06.2024;10,509;;
05.06.2024;12,697;;
05.06.2024;15,59;;
05.06.2024;15,802;;
05.06.2024;14,147;;
05.06.2024;10,599;;
06.06.2024;9,324;;
06.06.2024;8,992;;
06.06.2024;8,586;;
06.06.2024;8,535;;
06.06.2024;8,825;;
06.06.2024;9,897;;
06.06.2024;12,39;;
06.06.2024;12,792;;
06.06.2024;9,683;;
06.06.2024;7,189;;
06.06.2024;5,78;;
06.06.2024;3,025;;
06.06.2024;2,433;;
06.06.2024;1,95;;
06.06.2024;2,423;;
06.06.2024;3,765;;
06.06.2024;6,211;;
06.06.2024;8,067;;
06.06.2024;8,992;;
06.06.2024;11,569;;
06.06.2024;16,398;;
06.06.2024;16,772;;
06.06.2024;13,245;;
06.06.2024;10,439;;
07.06.2024;10,1;;
07.06.2024;9,613;;
07.06.2024;9,17;;
07.06.2024;8,753;;
07.06.2024;8,425;;
07.06.2024;9,19;;
07.06.2024;11,395;;
07.06.2024;11,905;;
07.06.2024;10,276;;
07.06.2024;7,856;;
07.06.2024;6,066;;
07.06.2024;4,139;;
07.06.2024;3,391;;
07.06.2024;2,536;;
07.06.2024;1,741;;
07.06.2024;1,308;;
07.06.2024;2,557;;
07.06.2024;6,456;;
07.06.2024;8,521;;
07.06.2024;12,858;;
07.06.2024;15,475;;
07.06.2024;15,385;;
07.06.2024;12,688;;
07.06.2024;9,745;;
08.06.2024;9,836;;
08.06.2024;9,004;;
08.06.2024;8,331;;
08.06.2024;8,353;;
08.06.2024;7,964;;
08.06.2024;8,211;;
08.06.2024;7,938;;
08.06.2024;6,282;;
08.06.2024;4,22;;
08.06.2024;1,224;;
08.06.2024;-0,013;;
08.06.2024;-0,227;;
08.06.2024;-1,026;;
08.06.2024;-2,37;;
08.06.2024;-3,003;;
08.06.2024;-2,062;;
08.06.2024;-0,825;;
08.06.2024;0,001;;
08.06.2024;4,491;;
08.06.2024;6,884;;
08.06.2024;9,932;;
08.06.2024;9,301;;
08.06.2024;10;;
08.06.2024;7,879;;
09.06.2024;7,428;;
09.06.2024;6,359;;
09.06.2024;4,252;;
09.06.2024;1,557;;
09.06.2024;1,819;;
09.06.2024;1,156;;
09.06.2024;0,84;;
09.06.2024;0,222;;
09.06.2024;-0,008;;
09.06.2024;-0,201;;
09.06.2024;-0,76;;
09.06.2024;-1,5;;
09.06.2024;-2,5;;
09.06.2024;-3,269;;
09.06.2024;-3,714;;
09.06.2024;-2,868;;
09.06.2024;-0,584;;
09.06.2024;-0,05;;
09.06.2024;4,276;;
09.06.2024;9,685;;
09.06.2024;11,586;;
09.06.2024;11,124;;
09.06.2024;10,842;;
09.06.2024;9,721;;
10.06.2024;7,396;;
10.06.2024;7,159;;
10.06.2024;6,873;;
10.06.2024;6,827;;
10.06.2024;6,9;;
10.06.2024;7,832;;
10.06.2024;11,74;;
10.06.2024;18,518;;
10.06.2024;14,621;;
10.06.2024;10,725;;
10.06.2024;8,946;;
10.06.2024;8,504;;
10.06.2024;7,43;;
10.06.2024;7,359;;
10.06.2024;6,707;;
10.06.2024;6,588;;
10.06.2024;7;;
10.06.2024;8,12;;
10.06.2024;9,853;;
10.06.2024;11,859;;
10.06.2024;12,445;;
10.06.2024;11,332;;
10.06.2024;9,841;;
10.06.2024;7,776;;
11.06.2024;6,007;;
11.06.2024;5,696;;
11.06.2024;6,295;;
11.06.2024;5,582;;
11.06.2024;6,006;;
11.06.2024;5,911;;
11.06.2024;8,183;;
11.06.2024;10,026;;
11.06.2024;9,15;;
11.06.2024;6,827;;
11.06.2024;4,992;;
11.06.2024;3,213;;
11.06.2024;1,112;;
11.06.2024;0,076;;
11.06.2024;0;;
11.06.2024;0,003;;
11.06.2024;1,389;;
11.06.2024;5,527;;
11.06.2024;7,165;;
11.06.2024;10;;
11.06.2024;12,764;;
11.06.2024;12,237;;
11.06.2024;10,674;;
11.06.2024;9,082;;
12.06.2024;8,885;;
12.06.2024;8,535;;
12.06.2024;8,029;;
12.06.2024;8,211;;
12.06.2024;8,611;;
12.06.2024;9,465;;
12.06.2024;12,474;;
12.06.2024;13,64;;
12.06.2024;11,462;;
12.06.2024;7,865;;
12.06.2024;6,419;;
12.06.2024;5,8;;
12.06.2024;4,209;;
12.06.2024;4,072;;
12.06.2024;3,968;;
12.06.2024;4,534;;
12.06.2024;6,3;;
12.06.2024;8,12;;
12.06.2024;9,995;;
12.06.2024;13,57;;
12.06.2024;15,434;;
12.06.2024;15,466;;
12.06.2024;13,088;;
12.06.2024;10,707;;
13.06.2024;9,9;;
13.06.2024;9,326;;
13.06.2024;8,419;;
13.06.2024;8,521;;
13.06.2024;8,383;;
13.06.2024;9,896;;
13.06.2024;12,241;;
13.06.2024;13,109;;
13.06.2024;11,502;;
13.06.2024;8,38;;
13.06.2024;6,901;;
13.06.2024;6,171;;
13.06.2024;5,336;;
13.06.2024;4,696;;
13.06.2024;4,335;;
13.06.2024;5,374;;
13.06.2024;7,742;;
13.06.2024;8,008;;
13.06.2024;10,691;;
13.06.2024;13,966;;
13.06.2024;18,835;;
13.06.2024;16,384;;
13.06.2024;10,837;;
13.06.2024;8,518;;
14.06.2024;8,313;;
14.06.2024;7,145;;
14.06.2024;6,393;;
14.06.2024;5,953;;
14.06.2024;5,582;;
14.06.2024;6,422;;
14.06.2024;8,501;;
14.06.2024;10,095;;
14.06.2024;10,499;;
14.06.2024;10,254;;
14.06.2024;8,218;;
14.06.2024;6,81;;
14.06.2024;6,088;;
14.06.2024;4,746;;
14.06.2024;4,074;;
14.06.2024;4,1;;
14.06.2024;6,031;;
14.06.2024;7,5;;
14.06.2024;9,098;;
14.06.2024;13,6;;
14.06.2024;12,731;;
14.06.2024;11,712;;
14.06.2024;8,341;;
14.06.2024;5,942;;
15.06.2024;6,068;;
15.06.2024;4,104;;
15.06.2024;2,997;;
15.06.2024;2,886;;
15.06.2024;2,251;;
15.06.2024;1,004;;
15.06.2024;0,154;;
15.06.2024;0,009;;
15.06.2024;0;;
15.06.2024;-0,006;;
15.06.2024;-1,008;;
15.06.2024;-2,904;;
15.06.2024;-4,492;;
15.06.2024;-6,546;;
15.06.2024;-8,001;;
15.06.2024;-5,623;;
15.06.2024;-2,953;;
15.06.2024;-0,484;;
15.06.2024;-0,001;;
15.06.2024;4;;
15.06.2024;8,428;;
15.06.2024;7,992;;
15.06.2024;6,43;;
15.06.2024;4,04;;
16.06.2024;2,491;;
16.06.2024;1,036;;
16.06.2024;0,492;;
16.06.2024;0,292;;
16.06.2024;0,219;;
16.06.2024;0,253;;
16.06.2024;0,295;;
16.06.2024;0,069;;
16.06.2024;-0,002;;
16.06.2024;-0,128;;
16.06.2024;-1;;
16.06.2024;-1,333;;
16.06.2024;-2,001;;
16.06.2024;-3,001;;
16.06.2024;-3,567;;
16.06.2024;-2,904;;
16.06.2024;-1,014;;
16.06.2024;-0,234;;
16.06.2024;5,622;;
16.06.2024;9,965;;
16.06.2024;11,915;;
16.06.2024;12,428;;
16.06.2024;12,034;;
16.06.2024;9,444;;
17.06.2024;7,662;;
17.06.2024;6,673;;
17.06.2024;6,881;;
17.06.2024;7,181;;
17.06.2024;7,356;;
17.06.2024;9,002;;
17.06.2024;11,913;;
17.06.2024;13,268;;
17.06.2024;11,623;;
17.06.2024;8,473;;
17.06.2024;6,211;;
17.06.2024;5,501;;
17.06.2024;4,186;;
17.06.2024;3,945;;
17.06.2024;4,662;;
17.06.2024;5,454;;
17.06.2024;6,421;;
17.06.2024;8,858;;
17.06.2024;11,416;;
17.06.2024;15,737;;
17.06.2024;21,016;;
17.06.2024;20,001;;
17.06.2024;12,815;;
17.06.2024;10,155;;
18.06.2024;9,692;;
18.06.2024;9,029;;
18.06.2024;8,753;;
18.06.2024;8,929;;
18.06.2024;9,029;;
18.06.2024;9,594;;
18.06.2024;13,449;;
18.06.2024;13,017;;
18.06.2024;9,596;;
18.06.2024;8,09;;
18.06.2024;6,991;;
18.06.2024;5,481;;
18.06.2024;5,116;;
18.06.2024;5,103;;
18.06.2024;5,704;;
18.06.2024;7,312;;
18.06.2024;7,624;;
18.06.2024;9,006;;
18.06.2024;13,325;;
18.06.2024;15,819;;
18.06.2024;17,187;;
18.06.2024;13,447;;
18.06.2024;10,42;;
18.06.2024;9,163;;
19.06.2024;9,995;;
19.06.2024;9,143;;
19.06.2024;8,685;;
19.06.2024;8,578;;
19.06.2024;8,347;;
19.06.2024;8,641;;
19.06.2024;11,255;;
19.06.2024;11,683;;
19.06.2024;10,733;;
19.06.2024;8,631;;
19.06.2024;7,51;;
19.06.2024;6,623;;
19.06.2024;5,803;;
19.06.2024;3,984;;
19.06.2024;2,241;;
19.06.2024;2,356;;
19.06.2024;5,99;;
19.06.2024;7;;
19.06.2024;8,844;;
19.06.2024;10,29;;
19.06.2024;14,366;;
19.06.2024;11,508;;
19.06.2024;10,826;;
19.06.2024;9,321;;
20.06.2024;8,589;;
20.06.2024;7,862;;
20.06.2024;7,888;;
20.06.2024;7,882;;
20.06.2024;7,862;;
20.06.2024;8,655;;
20.06.2024;11,411;;
20.06.2024;11,284;;
20.06.2024;10,299;;
20.06.2024;8,069;;
20.06.2024;6,913;;
20.06.2024;5,877;;
20.06.2024;5,546;;
20.06.2024;5,381;;
20.06.2024;5,718;;
20.06.2024;6,858;;
20.06.2024;8;;
20.06.2024;9,827;;
20.06.2024;11,931;;
20.06.2024;15,562;;
20.06.2024;20,009;;
20.06.2024;13,006;;
20.06.2024;11,183;;
20.06.2024;9,505;;
21.06.2024;10,081;;
21.06.2024;9,077;;
21.06.2024;8,995;;
21.06.2024;8,783;;
21.06.2024;8,631;;
21.06.2024;8,614;;
21.06.2024;9,692;;
21.06.2024;12,28;;
21.06.2024;12,184;;
21.06.2024;11,167;;
21.06.2024;10,065;;
21.06.2024;8,994;;
21.06.2024;8,854;;
21.06.2024;8,268;;
21.06.2024;7,822;;
21.06.2024;8,203;;
21.06.2024;8,885;;
21.06.2024;10,065;;
21.06.2024;11;;
21.06.2024;11,693;;
21.06.2024;11,44;;
21.06.2024;10,526;;
21.06.2024;9,599;;
21.06.2024;8,214;;
22.06.2024;8,007;;
22.06.2024;7,025;;
22.06.2024;6,243;;
22.06.2024;5,05;;
22.06.2024;4,962;;
22.06.2024;4,647;;
22.06.2024;6,056;;
22.06.2024;4,889;;
22.06.2024;4,492;;
22.06.2024;3,465;;
22.06.2024;1,254;;
22.06.2024;0,359;;
22.06.2024;0,262;;
22.06.2024;0,003;;
22.06.2024;-0,001;;
22.06.2024;-0,007;;
22.06.2024;0,423;;
22.06.2024;4,259;;
22.06.2024;8,049;;
22.06.2024;11,216;;
22.06.2024;12,281;;
22.06.2024;12,405;;
22.06.2024;11,017;;
22.06.2024;8,977;;
23.06.2024;9,049;;
23.06.2024;7,925;;
23.06.2024;7,124;;
23.06.2024;7,067;;
23.06.2024;6,694;;
23.06.2024;6,209;;
23.06.2024;5,79;;
23.06.2024;4,635;;
23.06.2024;1,977;;
23.06.2024;0,424;;
23.06.2024;0;;
23.06.2024;-0,005;;
23.06.2024;-0,01;;
23.06.2024;-0,105;;
23.06.2024;-0,221;;
23.06.2024;-0,205;;
23.06.2024;-0,027;;
23.06.2024;2,261;;
23.06.2024;7,112;;
23.06.2024;9,95;;
23.06.2024;11,514;;
23.06.2024;11,544;;
23.06.2024;11,433;;
23.06.2024;9,979;;
24.06.2024;10,618;;
24.06.2024;9,219;;
24.06.2024;8,493;;
24.06.2024;8,446;;
24.06.2024;8,496;;
24.06.2024;9,702;;
24.06.2024;13,606;;
24.06.2024;13,6;;
24.06.2024;10,299;;
24.06.2024;7,934;;
24.06.2024;5,388;;
24.06.2024;3,781;;
24.06.2024;3,119;;
24.06.2024;2,996;;
24.06.2024;3,093;;
24.06.2024;4,785;;
24.06.2024;6,632;;
24.06.2024;8,249;;
24.06.2024;9,839;;
24.06.2024;15,33;;
24.06.2024;20,932;;
24.06.2024;15,6;;
24.06.2024;11,659;;
24.06.2024;9,189;;
25.06.2024;8,88;;
25.06.2024;8,48;;
25.06.2024;8,478;;
25.06.2024;8,522;;
25.06.2024;8,55;;
25.06.2024;9,49;;
25.06.2024;11,48;;
25.06.2024;12,2;;
25.06.2024;10,38;;
25.06.2024;7,464;;
25.06.2024;4,832;;
25.06.2024;1,283;;
25.06.2024;0;;
25.06.2024;-0,005;;
25.06.2024;-0,004;;
25.06.2024;1,159;;
25.06.2024;4,837;;
25.06.2024;7,4;;
25.06.2024;9,59;;
25.06.2024;12,89;;
25.06.2024;13,669;;
25.06.2024;12,209;;
25.06.2024;10,657;;
25.06.2024;8,995;;
26.06.2024;27,4;;
26.06.2024;21,808;;
26.06.2024;25,657;;
26.06.2024;36,269;;
26.06.2024;36,275;;
26.06.2024;87,87;;
26.06.2024;209,681;;
26.06.2024;91,328;;
26.06.2024;37,054;;
26.06.2024;9,847;;
26.06.2024;6,415;;
26.06.2024;3,114;;
26.06.2024;0,782;;
26.06.2024;0,755;;
26.06.2024;1,332;;
26.06.2024;6,77;;
26.06.2024;7,827;;
26.06.2024;13,921;;
26.06.2024;37,328;;
26.06.2024;91,071;;
26.06.2024;162,242;;
26.06.2024;91,184;;
26.06.2024;37,452;;
26.06.2024;36,591;;
27.06.2024;9,6;;
27.06.2024;8,69;;
27.06.2024;8,04;;
27.06.2024;8,284;;
27.06.2024;7,879;;
27.06.2024;8,498;;
27.06.2024;11,751;;
27.06.2024;12,511;;
27.06.2024;11,5;;
27.06.2024;8,887;;
27.06.2024;6,674;;
27.06.2024;5,24;;
27.06.2024;4,882;;
27.06.2024;4,531;;
27.06.2024;4,456;;
27.06.2024;4,839;;
27.06.2024;6,192;;
27.06.2024;7,559;;
27.06.2024;7,953;;
27.06.2024;11,008;;
27.06.2024;20,004;;
27.06.2024;18,618;;
27.06.2024;12,521;;
27.06.2024;10,18;;
28.06.2024;9,685;;
28.06.2024;9,542;;
28.06.2024;8,608;;
28.06.2024;7,997;;
28.06.2024;8,361;;
28.06.2024;9,128;;
28.06.2024;12,029;;
28.06.2024;10,893;;
28.06.2024;8,489;;
28.06.2024;5,99;;
28.06.2024;2,445;;
28.06.2024;0,203;;
28.06.2024;-0,156;;
28.06.2024;-0,509;;
28.06.2024;-0,995;;
28.06.2024;-0,991;;
28.06.2024;-0,648;;
28.06.2024;0,362;;
28.06.2024;4,198;;
28.06.2024;8,432;;
28.06.2024;10,893;;
28.06.2024;13,806;;
28.06.2024;12,657;;
28.06.2024;10,902;;
29.06.2024;11,04;;
29.06.2024;10,991;;
